id,origem,destino,localizacao,escalas,tempo_desde_ultimo_scan,alertas_sistema,lugar_bagagem,estado,tipo_bagagem,status_voo,distancia_percorrida
8359,Nova Iorque,Paris,Paris,,25,Nao,Cabine,Entregue,Normal,Atrasado,7470
8360,Roma,Bangkok,Rio de Janeiro,Los Angeles;Barcelona;Rio de Janeiro,23,Sim,Porão,Em trânsito,Normal,Atrasado,7677
8361,Madrid,Porto,Porto,São Paulo,39,Nao,Cabine,Entregue,Normal,Atrasado,4810
8362,Lisboa,Madrid,Los Angeles,Rio de Janeiro,162,Sim,Cabine,Perdida,Normal,Normal,8381
8363,Roma,Dubai,São Paulo,São Paulo;Tóquio;Lisboa,66,Nao,Porão,Entregue,Frágil,Cancelado,2034
8364,Los Angeles,London,Rio de Janeiro,Rio de Janeiro;Tóquio,16,Sim,Porão,Em trânsito,Normal,Atrasado,5310
8365,Sydney,Los Angeles,Los Angeles,Paris;Nova Iorque;São Paulo,17,Nao,Porão,Entregue,Frágil,Atrasado,4414
8366,Barcelona,Funchal,Sydney,Los Angeles;Rio de Janeiro;Sydney,22,Sim,Porão,Em trânsito,Frágil,Normal,8970
8367,London,Lisboa,Porto,Barcelona;Porto;Madrid,48,Nao,Porão,Entregue,Valiosa,Cancelado,8119
8368,Tóquio,Dubai,Nova Iorque,Paris;São Paulo;Lisboa,123,Sim,Porão,Perdida,Normal,Normal,9848
8369,Nova Iorque,Porto,Paris,Paris,19,Sim,Porão,Em trânsito,Frágil,Atrasado,4640
8370,London,Dubai,Dubai,Porto;Lisboa;Paris,43,Nao,Porão,Entregue,Frágil,Atrasado,3731
8371,Sydney,Los Angeles,Nova Iorque,,159,Sim,Cabine,Perdida,Frágil,Atrasado,1799
8372,São Paulo,Nova Iorque,Nova Iorque,Bangkok;Tóquio,11,Nao,Porão,Entregue,Normal,Cancelado,5008
8373,Bangkok,Los Angeles,Paris,Madrid,103,Sim,Porão,Perdida,Frágil,Normal,5973
8374,Funchal,Bangkok,Roma,Nova Iorque;Sydney;Roma,8,Sim,Porão,Em trânsito,Normal,Atrasado,4152
8375,Sydney,Rio de Janeiro,Funchal,Tóquio;Funchal;Madrid,27,Sim,Porão,Em trânsito,Frágil,Atrasado,6558
8376,Rio de Janeiro,London,Tóquio,Nova Iorque,116,Sim,Porão,Perdida,Normal,Normal,2671
8377,Rio de Janeiro,Madrid,Madrid,Porto;Los Angeles,60,Nao,Cabine,Entregue,Normal,Atrasado,7262
8378,Roma,São Paulo,Bangkok,Dubai;Bangkok,21,Sim,Porão,Em trânsito,Normal,Normal,1391
8379,Tóquio,Rio de Janeiro,Dubai,Funchal;Dubai;São Paulo,8,Sim,Cabine,Em trânsito,Normal,Atrasado,7363
8380,Porto,Rio de Janeiro,Paris,Paris;Tóquio,66,Nao,Cabine,Entregue,Valiosa,Cancelado,6970
8381,Paris,Lisboa,Funchal,Funchal,28,Sim,Porão,Em trânsito,Frágil,Normal,3698
8382,Nova Iorque,Funchal,Funchal,Sydney;Roma,11,Nao,Porão,Entregue,Frágil,Cancelado,7974
8383,Bangkok,Roma,Roma,Los Angeles,62,Nao,Porão,Entregue,Valiosa,Atrasado,7271
8384,London,São Paulo,Paris,Sydney;Barcelona;Paris,19,Sim,Cabine,Em trânsito,Frágil,Normal,3715
8385,London,São Paulo,São Paulo,,66,Nao,Porão,Entregue,Frágil,Atrasado,2081
8386,Bangkok,Lisboa,Tóquio,,135,Sim,Cabine,Perdida,Normal,Atrasado,4828
8387,Sydney,Paris,Nova Iorque,Roma;Barcelona,150,Sim,Cabine,Perdida,Normal,Normal,2974
8388,Barcelona,Los Angeles,Dubai,Dubai;Roma,30,Sim,Cabine,Em trânsito,Valiosa,Atrasado,3315
8389,Los Angeles,Barcelona,Barcelona,Rio de Janeiro,12,Nao,Porão,Entregue,Valiosa,Atrasado,8549
8390,Roma,Barcelona,London,São Paulo,104,Sim,Cabine,Perdida,Normal,Normal,6493
8391,Los Angeles,Sydney,Tóquio,Tóquio,71,Nao,Porão,Entregue,Frágil,Cancelado,3392
8392,Funchal,São Paulo,São Paulo,Rio de Janeiro,72,Nao,Cabine,Entregue,Normal,Normal,5447
8393,Los Angeles,Bangkok,Paris,Paris,68,Nao,Porão,Entregue,Frágil,Cancelado,6797
8394,Funchal,Tóquio,Madrid,Paris,144,Sim,Cabine,Perdida,Normal,Normal,8066
8395,Porto,Barcelona,Barcelona,Rio de Janeiro;Sydney,65,Nao,Porão,Entregue,Frágil,Normal,4399
8396,Sydney,São Paulo,São Paulo,,72,Nao,Cabine,Entregue,Frágil,Cancelado,8408
8397,Funchal,London,Los Angeles,,100,Sim,Porão,Perdida,Normal,Atrasado,4821
8398,Paris,Dubai,Dubai,Sydney,46,Nao,Cabine,Entregue,Normal,Atrasado,2801
8399,Dubai,Madrid,Madrid,Lisboa;São Paulo,46,Nao,Cabine,Entregue,Frágil,Atrasado,9677
8400,Sydney,London,London,,57,Nao,Porão,Entregue,Normal,Cancelado,6234
8401,Nova Iorque,Rio de Janeiro,Los Angeles,Porto;Madrid;São Paulo,122,Sim,Cabine,Perdida,Normal,Normal,3282
8402,São Paulo,Paris,Los Angeles,Porto;Lisboa;Tóquio,136,Sim,Cabine,Perdida,Normal,Normal,5933
8403,Paris,Tóquio,Lisboa,Rio de Janeiro;Lisboa,37,Sim,Porão,Em trânsito,Normal,Atrasado,793
8404,Los Angeles,Paris,Madrid,Barcelona;Rio de Janeiro;Madrid,30,Sim,Porão,Em trânsito,Normal,Atrasado,2202
8405,São Paulo,Sydney,Sydney,Los Angeles;Rio de Janeiro,30,Nao,Porão,Entregue,Normal,Atrasado,7658
8406,London,Paris,Paris,,55,Nao,Porão,Entregue,Normal,Atrasado,4477
8407,Sydney,Nova Iorque,Madrid,Funchal;Madrid;Tóquio,19,Sim,Cabine,Em trânsito,Frágil,Atrasado,521
8408,Paris,Rio de Janeiro,São Paulo,,185,Sim,Porão,Perdida,Normal,Normal,5640
8409,Barcelona,Madrid,Funchal,Tóquio;Roma,162,Sim,Porão,Perdida,Normal,Atrasado,4182
8410,Barcelona,Sydney,Sydney,Bangkok;Dubai,34,Nao,Cabine,Entregue,Normal,Atrasado,3905
8411,Porto,London,Barcelona,,111,Sim,Porão,Perdida,Valiosa,Atrasado,4914
8412,Barcelona,London,London,Porto,14,Nao,Porão,Entregue,Frágil,Normal,706
8413,Paris,Nova Iorque,Sydney,Lisboa;Rio de Janeiro;Barcelona,100,Sim,Cabine,Perdida,Normal,Normal,5897
8414,Paris,Porto,Bangkok,Bangkok,17,Sim,Cabine,Em trânsito,Normal,Normal,3161
8415,Barcelona,Los Angeles,Sydney,Nova Iorque;Tóquio,181,Sim,Porão,Perdida,Normal,Atrasado,4022
8416,Roma,Tóquio,London,Sydney,142,Sim,Porão,Perdida,Frágil,Normal,8728
8417,Porto,Sydney,Nova Iorque,Dubai;Madrid;Barcelona,136,Sim,Cabine,Perdida,Normal,Normal,1794
8418,Nova Iorque,São Paulo,São Paulo,Paris;Rio de Janeiro;Tóquio,44,Nao,Porão,Entregue,Normal,Normal,7599
8419,London,Rio de Janeiro,Porto,Porto,16,Sim,Cabine,Em trânsito,Normal,Atrasado,3678
8420,Roma,Madrid,Madrid,Porto;Lisboa;Sydney,23,Nao,Porão,Entregue,Normal,Normal,5378
8421,São Paulo,Los Angeles,Los Angeles,Porto;London;Roma,46,Nao,Cabine,Entregue,Frágil,Normal,1415
8422,Nova Iorque,Bangkok,Bangkok,Rio de Janeiro;Tóquio;Lisboa,26,Nao,Cabine,Entregue,Normal,Normal,3972
8423,Rio de Janeiro,Tóquio,Roma,Roma,16,Sim,Porão,Em trânsito,Normal,Atrasado,7339
8424,Tóquio,Sydney,Roma,Roma;London;Funchal,53,Nao,Porão,Entregue,Frágil,Cancelado,8835
8425,Los Angeles,Nova Iorque,Porto,Porto,1,Sim,Porão,Em trânsito,Normal,Normal,3627
8426,Dubai,Roma,Roma,,59,Nao,Cabine,Entregue,Normal,Normal,2969
8427,Lisboa,Dubai,Barcelona,Nova Iorque,133,Sim,Cabine,Perdida,Normal,Atrasado,5816
8428,Nova Iorque,Porto,Porto,Lisboa;São Paulo;Madrid,44,Nao,Porão,Entregue,Normal,Atrasado,7648
8429,Nova Iorque,Rio de Janeiro,Tóquio,Lisboa;Tóquio,17,Sim,Porão,Em trânsito,Frágil,Atrasado,1386
8430,Roma,Funchal,Funchal,Paris;Nova Iorque;São Paulo,21,Nao,Cabine,Entregue,Normal,Cancelado,9892
8431,Barcelona,Funchal,Lisboa,,103,Sim,Porão,Perdida,Normal,Normal,7232
8432,Lisboa,Roma,Paris,Bangkok,147,Sim,Porão,Perdida,Normal,Normal,1965
8433,Sydney,Porto,Funchal,Roma;Tóquio,191,Sim,Porão,Perdida,Frágil,Normal,3440
8434,Dubai,Madrid,Porto,,131,Sim,Cabine,Perdida,Normal,Normal,8921
8435,Lisboa,Paris,Bangkok,Madrid;Tóquio;Los Angeles,178,Sim,Cabine,Perdida,Normal,Normal,2488
8436,Madrid,Rio de Janeiro,Rio de Janeiro,Tóquio;Paris;Porto,72,Nao,Porão,Entregue,Frágil,Normal,5564
8437,São Paulo,Nova Iorque,Tóquio,Tóquio,65,Nao,Cabine,Entregue,Normal,Cancelado,1487
8438,Funchal,São Paulo,Nova Iorque,,138,Sim,Porão,Perdida,Valiosa,Atrasado,3978
8439,Nova Iorque,Lisboa,Funchal,Los Angeles;Barcelona,171,Sim,Cabine,Perdida,Normal,Atrasado,8097
8440,Bangkok,São Paulo,Dubai,Roma,133,Sim,Cabine,Perdida,Valiosa,Atrasado,4279
8441,Sydney,Rio de Janeiro,São Paulo,Lisboa;São Paulo;Paris,13,Sim,Porão,Em trânsito,Normal,Normal,9963
8442,Dubai,São Paulo,São Paulo,,34,Nao,Cabine,Entregue,Normal,Cancelado,7908
8443,Porto,London,Funchal,,138,Sim,Cabine,Perdida,Frágil,Normal,1796
8444,Sydney,Tóquio,Tóquio,,63,Nao,Porão,Entregue,Frágil,Normal,996
8445,Sydney,Rio de Janeiro,Roma,Funchal;Roma,50,Sim,Porão,Em trânsito,Valiosa,Atrasado,3327
8446,Los Angeles,Roma,Roma,,67,Nao,Cabine,Entregue,Normal,Atrasado,3047
8447,Barcelona,Dubai,Dubai,Paris;Sydney,45,Nao,Cabine,Entregue,Normal,Atrasado,3889
8448,Los Angeles,Madrid,Lisboa,Lisboa;São Paulo,17,Sim,Cabine,Em trânsito,Normal,Normal,8993
8449,Porto,Tóquio,Bangkok,Bangkok;Sydney,57,Nao,Porão,Entregue,Valiosa,Cancelado,945
8450,Sydney,Paris,Paris,Roma,23,Nao,Porão,Entregue,Normal,Normal,3108
8451,Sydney,Barcelona,Barcelona,,17,Nao,Cabine,Entregue,Normal,Atrasado,4539
8452,Madrid,Funchal,Lisboa,Lisboa,15,Sim,Cabine,Em trânsito,Normal,Atrasado,5722
8453,Bangkok,Los Angeles,London,London,42,Sim,Porão,Em trânsito,Normal,Atrasado,8366
8454,London,Paris,São Paulo,Dubai,108,Sim,Porão,Perdida,Normal,Atrasado,2626
8455,Lisboa,São Paulo,Bangkok,Tóquio;Bangkok;Dubai,17,Sim,Porão,Em trânsito,Normal,Atrasado,4771
8456,Lisboa,Rio de Janeiro,Nova Iorque,Madrid;Nova Iorque,27,Sim,Porão,Em trânsito,Normal,Atrasado,426
8457,São Paulo,Rio de Janeiro,Tóquio,Dubai;Tóquio;Porto,15,Nao,Porão,Entregue,Normal,Cancelado,4772
8458,São Paulo,Madrid,Bangkok,Paris;Tóquio,120,Sim,Cabine,Perdida,Normal,Atrasado,8720
8459,Sydney,Funchal,São Paulo,São Paulo;Bangkok,31,Sim,Porão,Em trânsito,Normal,Atrasado,9305
8460,Roma,Sydney,Sydney,Tóquio;Porto;Bangkok,12,Nao,Cabine,Entregue,Normal,Atrasado,360
8461,Nova Iorque,Funchal,Barcelona,Lisboa,130,Sim,Cabine,Perdida,Normal,Atrasado,554
8462,London,Tóquio,Madrid,Madrid,14,Nao,Cabine,Entregue,Normal,Cancelado,2175
8463,Barcelona,Dubai,Dubai,,61,Nao,Cabine,Entregue,Frágil,Atrasado,8597
8464,Bangkok,Barcelona,Barcelona,Tóquio;São Paulo,18,Nao,Porão,Entregue,Frágil,Atrasado,2512
8465,São Paulo,Lisboa,Lisboa,Los Angeles,58,Nao,Porão,Entregue,Normal,Atrasado,4719
8466,Funchal,Los Angeles,Los Angeles,London;Barcelona,11,Nao,Porão,Entregue,Normal,Cancelado,7224
8467,Porto,Nova Iorque,Nova Iorque,,10,Nao,Porão,Entregue,Normal,Atrasado,3462
8468,Barcelona,Bangkok,Dubai,Funchal;Lisboa;Tóquio,168,Sim,Cabine,Perdida,Normal,Normal,8905
8469,Bangkok,Dubai,Barcelona,Lisboa;Funchal;Porto,146,Sim,Porão,Perdida,Normal,Normal,4458
8470,Madrid,Sydney,Roma,Roma,29,Sim,Porão,Em trânsito,Frágil,Normal,4497
8471,São Paulo,London,Barcelona,Barcelona,21,Sim,Porão,Em trânsito,Normal,Atrasado,3451
8472,Rio de Janeiro,Bangkok,Bangkok,Roma,65,Nao,Cabine,Entregue,Normal,Normal,5836
8473,Los Angeles,Roma,Roma,,62,Nao,Porão,Entregue,Frágil,Atrasado,3179
8474,London,Bangkok,Madrid,Funchal,140,Sim,Porão,Perdida,Frágil,Atrasado,3218
8475,Nova Iorque,Madrid,São Paulo,São Paulo,11,Sim,Cabine,Em trânsito,Normal,Normal,1917
8476,Rio de Janeiro,London,Roma,Madrid;Roma;Paris,23,Sim,Porão,Em trânsito,Normal,Atrasado,769
8477,Barcelona,Rio de Janeiro,Rio de Janeiro,Madrid,56,Nao,Porão,Entregue,Frágil,Atrasado,4336
8478,Sydney,Los Angeles,Los Angeles,São Paulo,60,Nao,Cabine,Entregue,Normal,Normal,840
8479,Rio de Janeiro,Bangkok,Lisboa,,189,Sim,Porão,Perdida,Frágil,Normal,8183
8480,Bangkok,Lisboa,Barcelona,Paris,192,Sim,Cabine,Perdida,Frágil,Atrasado,2106
8481,Roma,Sydney,Lisboa,Rio de Janeiro;Madrid;Lisboa,21,Sim,Cabine,Em trânsito,Normal,Atrasado,1727
8482,Madrid,Rio de Janeiro,Sydney,Roma,105,Sim,Cabine,Perdida,Frágil,Atrasado,8379
8483,Los Angeles,Paris,Paris,Tóquio;Sydney;Lisboa,68,Nao,Cabine,Entregue,Frágil,Normal,272
8484,Tóquio,São Paulo,Porto,Rio de Janeiro;Porto,23,Sim,Porão,Em trânsito,Normal,Normal,5959
8485,Bangkok,Dubai,Barcelona,Paris;Sydney,136,Sim,Cabine,Perdida,Normal,Atrasado,3621
8486,Los Angeles,Nova Iorque,São Paulo,Dubai;Paris,195,Sim,Porão,Perdida,Frágil,Normal,4178
8487,Nova Iorque,Roma,Paris,Paris,40,Nao,Cabine,Entregue,Normal,Cancelado,3879
8488,Nova Iorque,Los Angeles,Rio de Janeiro,Porto;Rio de Janeiro,26,Sim,Porão,Em trânsito,Normal,Atrasado,9904
8489,Rio de Janeiro,Porto,Paris,São Paulo;Paris,40,Sim,Porão,Em trânsito,Normal,Atrasado,4846
8490,Nova Iorque,Sydney,Rio de Janeiro,Rio de Janeiro;São Paulo;London,20,Nao,Cabine,Entregue,Normal,Cancelado,5725
8491,Madrid,Rio de Janeiro,Funchal,Porto,181,Sim,Porão,Perdida,Normal,Normal,1774
8492,Funchal,Lisboa,Lisboa,Barcelona,54,Nao,Porão,Entregue,Normal,Cancelado,9096
8493,Madrid,Nova Iorque,Porto,Los Angeles;Funchal,150,Sim,Cabine,Perdida,Normal,Normal,5935
8494,Tóquio,Paris,Funchal,Lisboa;Funchal;Sydney,16,Sim,Cabine,Em trânsito,Normal,Normal,2167
8495,Funchal,London,London,,49,Nao,Cabine,Entregue,Frágil,Atrasado,383
8496,Los Angeles,Barcelona,Barcelona,Bangkok,31,Nao,Cabine,Entregue,Normal,Normal,9663
8497,Barcelona,Nova Iorque,Sydney,Sydney,19,Sim,Porão,Em trânsito,Normal,Normal,9707
8498,Nova Iorque,London,Paris,Sydney;Lisboa,102,Sim,Porão,Perdida,Normal,Atrasado,9632
8499,Tóquio,Bangkok,Lisboa,Porto,141,Sim,Porão,Perdida,Normal,Normal,6920
8500,Los Angeles,Paris,Sydney,London;Funchal;Sydney,26,Nao,Porão,Entregue,Valiosa,Cancelado,555
8501,São Paulo,Paris,Porto,Porto,25,Sim,Porão,Em trânsito,Frágil,Atrasado,783
8502,Los Angeles,Rio de Janeiro,Paris,Paris,14,Sim,Porão,Em trânsito,Normal,Atrasado,5691
8503,Lisboa,Dubai,Dubai,Nova Iorque;Sydney,61,Nao,Porão,Entregue,Normal,Cancelado,7659
8504,Roma,Tóquio,Dubai,,169,Sim,Cabine,Perdida,Normal,Normal,681
8505,Madrid,Porto,Porto,Roma,59,Nao,Cabine,Entregue,Normal,Atrasado,364
8506,Madrid,Los Angeles,Los Angeles,,27,Nao,Cabine,Entregue,Normal,Cancelado,4724
8507,Nova Iorque,Porto,Lisboa,Lisboa,27,Sim,Porão,Em trânsito,Frágil,Atrasado,8746
8508,Dubai,Barcelona,Barcelona,,18,Nao,Porão,Entregue,Frágil,Cancelado,570
8509,Tóquio,Barcelona,Barcelona,,47,Nao,Porão,Entregue,Normal,Normal,9112
8510,Sydney,Paris,Porto,Tóquio;Rio de Janeiro;São Paulo,170,Sim,Cabine,Perdida,Normal,Atrasado,3071
8511,Funchal,Sydney,Sydney,Rio de Janeiro,61,Nao,Porão,Entregue,Normal,Normal,5986
8512,Porto,Tóquio,Tóquio,Lisboa,68,Nao,Porão,Entregue,Valiosa,Atrasado,7005
8513,Los Angeles,Funchal,Roma,Paris;Sydney,200,Sim,Cabine,Perdida,Frágil,Normal,1195
8514,Los Angeles,Sydney,Sydney,Bangkok,46,Nao,Porão,Entregue,Normal,Cancelado,8944
8515,Rio de Janeiro,Lisboa,Madrid,Barcelona;Madrid;Bangkok,32,Sim,Porão,Em trânsito,Normal,Normal,8134
8516,Los Angeles,Sydney,Bangkok,Bangkok,15,Sim,Porão,Em trânsito,Normal,Atrasado,7905
8517,Los Angeles,Nova Iorque,Nova Iorque,Porto;Paris,49,Nao,Porão,Entregue,Normal,Normal,8781
8518,Sydney,Dubai,Paris,Los Angeles;Paris,21,Sim,Porão,Em trânsito,Frágil,Normal,274
8519,Los Angeles,Funchal,Madrid,,168,Sim,Cabine,Perdida,Valiosa,Atrasado,6512
8520,Lisboa,Rio de Janeiro,Tóquio,,158,Sim,Porão,Perdida,Normal,Atrasado,1969
8521,Lisboa,Rio de Janeiro,Sydney,Porto;Sydney;Dubai,15,Sim,Porão,Em trânsito,Normal,Atrasado,6460
8522,Los Angeles,Dubai,Funchal,Bangkok;Rio de Janeiro;Roma,102,Sim,Cabine,Perdida,Frágil,Normal,9941
8523,Dubai,Sydney,Lisboa,Funchal;Lisboa,11,Sim,Porão,Em trânsito,Frágil,Normal,7023
8524,Lisboa,London,London,Tóquio;Barcelona;Rio de Janeiro,25,Nao,Porão,Entregue,Normal,Atrasado,9426
8525,São Paulo,Tóquio,Tóquio,Barcelona;Rio de Janeiro,61,Nao,Porão,Entregue,Normal,Normal,5635
8526,Roma,Sydney,Sydney,,30,Nao,Porão,Entregue,Normal,Normal,3753
8527,Paris,São Paulo,Funchal,Los Angeles;Funchal;Lisboa,24,Sim,Porão,Em trânsito,Normal,Normal,8092
8528,Nova Iorque,São Paulo,Funchal,London;Funchal,13,Sim,Cabine,Em trânsito,Normal,Atrasado,1679
8529,Bangkok,London,Funchal,Paris;Rio de Janeiro,149,Sim,Cabine,Perdida,Frágil,Atrasado,8027
8530,Los Angeles,São Paulo,São Paulo,London;Madrid,17,Nao,Porão,Entregue,Frágil,Atrasado,3405
8531,São Paulo,Madrid,Madrid,Bangkok;Funchal;London,22,Nao,Porão,Entregue,Valiosa,Normal,7218
8532,Tóquio,Rio de Janeiro,Sydney,Funchal;Sydney;Paris,45,Sim,Porão,Em trânsito,Frágil,Atrasado,6424
8533,Rio de Janeiro,Dubai,Lisboa,Tóquio;Los Angeles;Sydney,195,Sim,Porão,Perdida,Normal,Atrasado,3539
8534,Rio de Janeiro,Dubai,Dubai,Lisboa;Funchal,63,Nao,Porão,Entregue,Valiosa,Normal,5433
8535,Tóquio,Porto,São Paulo,Sydney;São Paulo;Funchal,15,Sim,Cabine,Em trânsito,Normal,Normal,2463
8536,Nova Iorque,London,Lisboa,Lisboa,22,Sim,Porão,Em trânsito,Normal,Atrasado,8754
8537,Madrid,São Paulo,São Paulo,Dubai,19,Nao,Cabine,Entregue,Normal,Atrasado,5871
8538,Los Angeles,Porto,Porto,Rio de Janeiro;Barcelona,50,Nao,Porão,Entregue,Frágil,Atrasado,7857
8539,London,Lisboa,Lisboa,Roma;Porto,13,Nao,Cabine,Entregue,Normal,Normal,7251
8540,London,Sydney,Funchal,Madrid;Porto;Funchal,62,Nao,Porão,Entregue,Normal,Cancelado,4729
8541,Barcelona,Los Angeles,Los Angeles,,24,Nao,Porão,Entregue,Frágil,Atrasado,4128
8542,Tóquio,Rio de Janeiro,Rio de Janeiro,Barcelona,36,Nao,Porão,Entregue,Frágil,Cancelado,4112
8543,Sydney,Bangkok,Funchal,Rio de Janeiro;Tóquio,177,Sim,Porão,Perdida,Frágil,Atrasado,856
8544,Dubai,London,London,,21,Nao,Porão,Entregue,Normal,Cancelado,9682
8545,Bangkok,Roma,Roma,London,32,Nao,Porão,Entregue,Frágil,Atrasado,6812
8546,Rio de Janeiro,Sydney,Funchal,Paris,161,Sim,Cabine,Perdida,Normal,Atrasado,7549
8547,Sydney,São Paulo,Funchal,Bangkok,181,Sim,Porão,Perdida,Normal,Normal,8985
8548,Los Angeles,Funchal,Tóquio,Tóquio,28,Sim,Porão,Em trânsito,Frágil,Normal,8528
8549,Barcelona,Paris,Paris,,70,Nao,Cabine,Entregue,Frágil,Normal,2501
8550,Madrid,Roma,Barcelona,Paris;São Paulo;Barcelona,30,Sim,Cabine,Em trânsito,Normal,Atrasado,7292
8551,Sydney,London,London,Madrid,12,Nao,Cabine,Entregue,Normal,Normal,7304
8552,Rio de Janeiro,Bangkok,Bangkok,,19,Nao,Porão,Entregue,Frágil,Normal,1877
8553,Nova Iorque,Sydney,Sydney,Los Angeles;São Paulo;Madrid,14,Nao,Porão,Entregue,Valiosa,Normal,5658
8554,Lisboa,Sydney,São Paulo,Nova Iorque;São Paulo,69,Nao,Porão,Entregue,Normal,Cancelado,2093
8555,Dubai,São Paulo,Lisboa,Sydney,134,Sim,Cabine,Perdida,Valiosa,Atrasado,3216
8556,Madrid,Barcelona,Barcelona,Tóquio,38,Nao,Porão,Entregue,Normal,Cancelado,5928
8557,Porto,Los Angeles,Barcelona,Lisboa;Rio de Janeiro;Sydney,145,Sim,Cabine,Perdida,Normal,Normal,3060
8558,Tóquio,Barcelona,London,Los Angeles;London;Bangkok,13,Sim,Porão,Em trânsito,Frágil,Normal,5123
8559,Dubai,Paris,São Paulo,London;São Paulo,40,Nao,Cabine,Entregue,Frágil,Cancelado,6605
8560,Tóquio,Barcelona,Los Angeles,,190,Sim,Cabine,Perdida,Frágil,Normal,9783
8561,Los Angeles,Roma,Porto,Porto;Barcelona,41,Sim,Porão,Em trânsito,Normal,Atrasado,3229
8562,Barcelona,Los Angeles,Funchal,Funchal;London,35,Sim,Porão,Em trânsito,Valiosa,Normal,5270
8563,Sydney,Madrid,Nova Iorque,Bangkok;Rio de Janeiro,120,Sim,Cabine,Perdida,Normal,Atrasado,8699
8564,Barcelona,São Paulo,Tóquio,Tóquio,31,Sim,Porão,Em trânsito,Normal,Atrasado,4204
8565,London,Madrid,Dubai,Dubai;Bangkok;Barcelona,55,Nao,Cabine,Entregue,Normal,Cancelado,5248
8566,Sydney,London,Nova Iorque,Nova Iorque;Funchal;Barcelona,32,Sim,Cabine,Em trânsito,Normal,Normal,4900
8567,Lisboa,Bangkok,Bangkok,Paris,40,Nao,Cabine,Entregue,Normal,Normal,9437
8568,São Paulo,Funchal,Roma,Roma,33,Sim,Porão,Em trânsito,Normal,Normal,1955
8569,Dubai,Tóquio,Tóquio,,39,Nao,Cabine,Entregue,Valiosa,Normal,1522
8570,Lisboa,São Paulo,São Paulo,London;Nova Iorque;Los Angeles,71,Nao,Cabine,Entregue,Normal,Normal,9268
8571,Paris,Bangkok,Rio de Janeiro,Madrid,148,Sim,Porão,Perdida,Frágil,Normal,2230
8572,Roma,London,Paris,Paris;Barcelona,31,Sim,Porão,Em trânsito,Normal,Normal,5041
8573,Barcelona,Roma,Funchal,Rio de Janeiro;Bangkok,119,Sim,Porão,Perdida,Frágil,Normal,5261
8574,Roma,Los Angeles,Sydney,,107,Sim,Porão,Perdida,Normal,Normal,9623
8575,Nova Iorque,Paris,Paris,,44,Nao,Cabine,Entregue,Normal,Normal,6615
8576,Madrid,São Paulo,Paris,Nova Iorque;Porto;Paris,28,Sim,Cabine,Em trânsito,Frágil,Normal,4279
8577,São Paulo,Funchal,Madrid,,136,Sim,Porão,Perdida,Normal,Normal,274
8578,Barcelona,Los Angeles,Paris,Tóquio,187,Sim,Porão,Perdida,Normal,Atrasado,4923
8579,Roma,Tóquio,Tóquio,,36,Nao,Cabine,Entregue,Normal,Atrasado,4842
8580,Bangkok,London,Roma,Funchal;Madrid,122,Sim,Cabine,Perdida,Normal,Normal,8886
8581,Los Angeles,Sydney,Sydney,,64,Nao,Porão,Entregue,Normal,Cancelado,1536
8582,Tóquio,Dubai,Dubai,Sydney,16,Nao,Porão,Entregue,Normal,Atrasado,6849
8583,Bangkok,Porto,Sydney,Funchal;London,108,Sim,Porão,Perdida,Normal,Normal,4605
8584,London,Bangkok,Dubai,,105,Sim,Porão,Perdida,Frágil,Atrasado,973
8585,Barcelona,London,Porto,Porto,19,Sim,Porão,Em trânsito,Normal,Atrasado,8236
8586,Roma,Bangkok,Madrid,Madrid,20,Sim,Porão,Em trânsito,Frágil,Atrasado,2503
8587,Bangkok,Barcelona,São Paulo,São Paulo;Lisboa;Dubai,11,Sim,Porão,Em trânsito,Frágil,Atrasado,9895
8588,Lisboa,Paris,Paris,Bangkok;Dubai,40,Nao,Porão,Entregue,Normal,Atrasado,3940
8589,Rio de Janeiro,Dubai,London,London,24,Sim,Porão,Em trânsito,Normal,Atrasado,1256
8590,Porto,Funchal,Funchal,,72,Nao,Porão,Entregue,Frágil,Normal,1568
8591,London,Nova Iorque,Sydney,Madrid,163,Sim,Cabine,Perdida,Frágil,Atrasado,3997
8592,Funchal,Nova Iorque,Nova Iorque,,53,Nao,Porão,Entregue,Valiosa,Normal,8754
8593,Sydney,Bangkok,Bangkok,Roma;Lisboa;Porto,47,Nao,Cabine,Entregue,Normal,Atrasado,411
8594,Madrid,Los Angeles,Los Angeles,,66,Nao,Porão,Entregue,Normal,Cancelado,4972
8595,Nova Iorque,Los Angeles,Los Angeles,Porto;London;Bangkok,70,Nao,Cabine,Entregue,Frágil,Cancelado,4515
8596,Tóquio,London,Paris,Barcelona;Los Angeles;São Paulo,119,Sim,Cabine,Perdida,Normal,Normal,7501
8597,Bangkok,São Paulo,São Paulo,Paris;London;Roma,18,Nao,Porão,Entregue,Normal,Normal,1405
8598,Los Angeles,Madrid,Lisboa,Tóquio;London;Paris,159,Sim,Porão,Perdida,Frágil,Atrasado,5521
8599,Sydney,Roma,London,,145,Sim,Porão,Perdida,Normal,Normal,7936
8600,Barcelona,Los Angeles,Lisboa,Lisboa;São Paulo,24,Sim,Porão,Em trânsito,Frágil,Normal,6822
8601,Madrid,Roma,Los Angeles,Los Angeles,48,Nao,Cabine,Entregue,Normal,Cancelado,8273
