id,origem,destino,localizacao,escalas,tempo_desde_ultimo_scan,alertas_sistema,lugar_bagagem,estado,tipo_bagagem,status_voo,distancia_percorrida
8911,London,Rio de Janeiro,Cairo,,197,Sim,Porão,Perdida,Normal,Atrasado,5662
8912,Auckland,Roma,Sydney,Sydney,13,Nao,Porão,Em trânsito,Normal,Normal,2032
8913,Tóquio,Berlim,Sydney,Hong Kong;Rio de Janeiro;Istambul,198,Sim,Porão,Perdida,Normal,Normal,3879
8914,Berlim,Istambul,Istambul,,56,Nao,Cabine,Entregue,Normal,Atrasado,2030
8915,Funchal,Porto,Porto,Moscovo,68,Nao,Cabine,Entregue,Normal,Cancelado,4631
8916,Auckland,Berlim,Berlim,London,72,Nao,Cabine,Entregue,Normal,Atrasado,5944
8917,Auckland,Sydney,Sydney,Buenos Aires,43,Nao,Porão,Entregue,Normal,Atrasado,5506
8918,Moscovo,Cairo,Cairo,Los Angeles;Auckland;Bangkok,26,Nao,Porão,Entregue,Normal,Cancelado,3395
8919,São Paulo,Nova Iorque,Roma,Auckland;Paris;Madrid,156,Sim,Porão,Perdida,Normal,Normal,5573
8920,Porto,Berlim,Funchal,Sydney;Buenos Aires;Funchal,12,Nao,Porão,Em trânsito,Normal,Normal,8806
8921,Paris,Funchal,Sydney,Sydney,21,Sim,Porão,Em trânsito,Valiosa,Normal,6085
8922,Buenos Aires,London,Sydney,Lisboa;Sydney;Porto,12,Nao,Porão,Em trânsito,Normal,Normal,5009
8923,Lisboa,Istambul,Istambul,Roma;Tóquio;Moscovo,146,Sim,Cabine,Perdida,Valiosa,Normal,9378
8924,Hong Kong,Porto,Porto,Cairo;Barcelona;London,38,Nao,Cabine,Em trânsito,Normal,Normal,6940
8925,Tóquio,Sydney,Istambul,Istambul,14,Nao,Porão,Em trânsito,Normal,Atrasado,4521
8926,Funchal,Roma,Roma,Moscovo;Dubai;Berlim,180,Sim,Cabine,Perdida,Normal,Normal,2974
8927,Auckland,Roma,Auckland,Auckland,21,Sim,Porão,Em trânsito,Valiosa,Normal,7559
8928,Los Angeles,Berlim,Berlim,Madrid;Los Angeles,69,Nao,Porão,Entregue,Valiosa,Cancelado,7443
8929,Hong Kong,Rio de Janeiro,Paris,Berlim;Paris;Dubai,29,Sim,Porão,Em trânsito,Valiosa,Normal,3627
8930,Dubai,Moscovo,Moscovo,,14,Nao,Porão,Entregue,Frágil,Atrasado,2118
8931,Buenos Aires,Nova Iorque,Nova Iorque,Madrid;Los Angeles;Tóquio,150,Sim,Cabine,Perdida,Frágil,Atrasado,2864
8932,Buenos Aires,Sydney,Sydney,Porto;Istambul;Buenos Aires,55,Nao,Porão,Entregue,Normal,Atrasado,2636
8933,Lisboa,Los Angeles,Los Angeles,,142,Sim,Cabine,Perdida,Frágil,Atrasado,9570
8934,Tóquio,Nova Iorque,Nova Iorque,Dubai;Sydney;Los Angeles,13,Sim,Cabine,Em trânsito,Frágil,Normal,9459
8935,Auckland,São Paulo,São Paulo,,33,Nao,Cabine,Entregue,Normal,Atrasado,6543
8936,Madrid,Porto,Porto,London,44,Nao,Porão,Entregue,Frágil,Atrasado,3716
8937,Los Angeles,Cairo,Cairo,Auckland,28,Nao,Porão,Entregue,Frágil,Atrasado,9149
8938,Hong Kong,Barcelona,Lisboa,Lisboa,25,Sim,Porão,Em trânsito,Valiosa,Atrasado,4434
8939,Funchal,Roma,Roma,,28,Nao,Cabine,Entregue,Normal,Normal,1191
8940,Bangkok,Moscovo,Moscovo,Dubai;Bangkok,52,Nao,Porão,Entregue,Normal,Atrasado,7422
8941,Sydney,Barcelona,Roma,Roma;Paris;Porto,10,Sim,Porão,Em trânsito,Frágil,Atrasado,9234
8942,Moscovo,Dubai,Dubai,,25,Nao,Porão,Entregue,Frágil,Atrasado,6156
8943,Paris,Roma,Roma,Barcelona;Nova Iorque,1,Sim,Cabine,Em trânsito,Frágil,Normal,1111
8944,Nova Iorque,Moscovo,Moscovo,,138,Sim,Cabine,Perdida,Normal,Normal,8021
8945,Berlim,Sydney,Sydney,,11,Nao,Cabine,Entregue,Normal,Cancelado,7937
8946,Sydney,Paris,Paris,,44,Nao,Cabine,Entregue,Normal,Cancelado,1716
8947,São Paulo,Porto,Porto,São Paulo;Nova Iorque,112,Sim,Cabine,Perdida,Normal,Normal,1126
8948,Roma,Barcelona,Barcelona,,12,Nao,Porão,Entregue,Valiosa,Atrasado,2569
8949,Bangkok,Porto,Porto,Lisboa;Moscovo,56,Nao,Cabine,Entregue,Normal,Atrasado,1252
8950,São Paulo,Dubai,Barcelona,Barcelona;Moscovo,34,Nao,Porão,Em trânsito,Normal,Normal,7617
8951,Auckland,Cairo,Cairo,,12,Nao,Porão,Entregue,Normal,Cancelado,3310
8952,London,Porto,Porto,São Paulo;Buenos Aires,46,Nao,Porão,Entregue,Valiosa,Normal,2523
8953,Auckland,Rio de Janeiro,Rio de Janeiro,Nova Iorque;Funchal,56,Nao,Porão,Entregue,Frágil,Atrasado,8214
8954,Lisboa,Paris,Paris,Los Angeles,54,Nao,Cabine,Entregue,Normal,Atrasado,7886
8955,São Paulo,Rio de Janeiro,Rio de Janeiro,Hong Kong,56,Nao,Porão,Entregue,Frágil,Cancelado,981
8956,Roma,Cairo,Cairo,Bangkok,125,Sim,Cabine,Perdida,Frágil,Atrasado,2288
8957,Lisboa,Sydney,Sydney,Berlim,7,Sim,Cabine,Em trânsito,Frágil,Normal,4657
8958,Porto,Barcelona,Nova Iorque,Hong Kong;Porto,182,Sim,Porão,Perdida,Normal,Atrasado,8643
8959,Sydney,Nova Iorque,Nova Iorque,,45,Nao,Cabine,Entregue,Normal,Cancelado,7981
8960,Barcelona,Bangkok,Lisboa,Lisboa;Madrid,30,Nao,Porão,Em trânsito,Normal,Atrasado,9343
8961,Sydney,Nova Iorque,Buenos Aires,Madrid;Buenos Aires;Tóquio,36,Sim,Porão,Em trânsito,Frágil,Atrasado,5874
8962,Bangkok,Funchal,Auckland,Sydney;Moscovo;Auckland,14,Nao,Porão,Em trânsito,Normal,Normal,3415
8963,Istambul,Buenos Aires,Roma,Roma;Dubai,14,Sim,Porão,Em trânsito,Valiosa,Normal,6689
8964,Dubai,Paris,Paris,Sydney;São Paulo,18,Nao,Porão,Entregue,Normal,Atrasado,7321
8965,Sydney,Istambul,São Paulo,Los Angeles,131,Sim,Porão,Perdida,Normal,Atrasado,194
8966,Hong Kong,Paris,Hong Kong,Hong Kong,14,Nao,Porão,Em trânsito,Normal,Normal,3044
8967,Paris,Porto,Rio de Janeiro,Bangkok;Istambul,152,Sim,Porão,Perdida,Normal,Normal,5392
8968,Dubai,Lisboa,Lisboa,São Paulo,185,Sim,Cabine,Perdida,Normal,Normal,1787
8969,Buenos Aires,Barcelona,Barcelona,Sydney,11,Nao,Cabine,Em trânsito,Normal,Atrasado,8502
8970,São Paulo,Moscovo,Moscovo,,183,Sim,Cabine,Perdida,Normal,Atrasado,8005
8971,Lisboa,Barcelona,Barcelona,Rio de Janeiro;Moscovo,148,Sim,Cabine,Perdida,Normal,Normal,8878
8972,Roma,Tóquio,Porto,Berlim;Madrid;Los Angeles,191,Sim,Porão,Perdida,Frágil,Normal,2100
8973,Rio de Janeiro,Barcelona,Barcelona,Rio de Janeiro;Berlim,200,Sim,Cabine,Perdida,Normal,Normal,3453
8974,Bangkok,Moscovo,Moscovo,,53,Nao,Cabine,Entregue,Normal,Cancelado,3755
8975,Sydney,Buenos Aires,Buenos Aires,Auckland;Berlim;Los Angeles,33,Sim,Cabine,Em trânsito,Valiosa,Atrasado,7192
8976,Auckland,Buenos Aires,Lisboa,Barcelona;Lisboa,22,Sim,Porão,Em trânsito,Frágil,Normal,2019
8977,Rio de Janeiro,Bangkok,Bangkok,Madrid;Funchal,72,Nao,Cabine,Entregue,Normal,Normal,6621
8978,Nova Iorque,Tóquio,Dubai,Funchal;Lisboa;Moscovo,115,Sim,Porão,Perdida,Frágil,Normal,242
8979,Rio de Janeiro,Moscovo,Lisboa,Lisboa;Buenos Aires,30,Nao,Porão,Em trânsito,Normal,Normal,485
8980,London,Paris,Paris,Porto;Barcelona,36,Nao,Cabine,Entregue,Normal,Normal,2799
8981,Sydney,Hong Kong,Hong Kong,,48,Nao,Porão,Entregue,Normal,Normal,7770
8982,Tóquio,Barcelona,Barcelona,Cairo,61,Nao,Porão,Entregue,Normal,Atrasado,9537
8983,Auckland,Rio de Janeiro,Rio de Janeiro,,12,Nao,Cabine,Entregue,Normal,Atrasado,6950
8984,Istambul,Hong Kong,Roma,,122,Sim,Porão,Perdida,Normal,Atrasado,2949
8985,Bangkok,Rio de Janeiro,Rio de Janeiro,Sydney;Buenos Aires;Dubai,17,Nao,Cabine,Em trânsito,Normal,Atrasado,7631
8986,Auckland,Barcelona,Bangkok,,195,Sim,Porão,Perdida,Frágil,Normal,2051
8987,Cairo,Madrid,Madrid,Barcelona;Tóquio,30,Nao,Cabine,Em trânsito,Normal,Normal,4493
8988,Istambul,Berlim,Berlim,Funchal;Sydney;Rio de Janeiro,198,Sim,Cabine,Perdida,Frágil,Normal,1188
8989,Nova Iorque,Bangkok,Bangkok,Barcelona;Lisboa,52,Nao,Cabine,Entregue,Normal,Atrasado,7495
8990,Dubai,Sydney,Bangkok,,133,Sim,Porão,Perdida,Normal,Atrasado,9823
8991,Roma,Cairo,Tóquio,,149,Sim,Porão,Perdida,Normal,Normal,5620
8992,Sydney,Funchal,Funchal,Cairo;Istambul;Tóquio,168,Sim,Cabine,Perdida,Valiosa,Atrasado,8519
8993,Roma,Tóquio,Tóquio,Istambul,49,Nao,Porão,Entregue,Normal,Atrasado,7986
8994,Los Angeles,Moscovo,Moscovo,Cairo;London,56,Nao,Cabine,Entregue,Normal,Cancelado,4701
8995,Funchal,Los Angeles,Porto,Barcelona;Funchal;Bangkok,183,Sim,Porão,Perdida,Normal,Atrasado,1260
8996,São Paulo,Porto,Porto,Dubai,44,Nao,Cabine,Entregue,Normal,Cancelado,4130
8997,Istambul,Buenos Aires,Paris,Berlim;Hong Kong,199,Sim,Porão,Perdida,Frágil,Normal,9417
8998,São Paulo,Paris,Paris,Moscovo;Nova Iorque;Sydney,164,Sim,Cabine,Perdida,Frágil,Normal,6661
8999,Los Angeles,Tóquio,Tóquio,,58,Nao,Cabine,Entregue,Normal,Atrasado,675
9000,Roma,Lisboa,Lisboa,Cairo;Berlim;Barcelona,53,Nao,Porão,Entregue,Frágil,Cancelado,863
9001,Sydney,Lisboa,Lisboa,,55,Nao,Cabine,Entregue,Frágil,Normal,528
9002,Funchal,São Paulo,São Paulo,Dubai;Porto;Buenos Aires,36,Nao,Porão,Entregue,Frágil,Cancelado,5877
9003,Funchal,Bangkok,London,London,25,Sim,Porão,Em trânsito,Valiosa,Atrasado,3512
9004,Paris,London,London,,71,Nao,Cabine,Entregue,Normal,Cancelado,8808
9005,Los Angeles,Madrid,London,Berlim,114,Sim,Porão,Perdida,Normal,Normal,8854
9006,Los Angeles,Moscovo,São Paulo,Barcelona,155,Sim,Porão,Perdida,Normal,Atrasado,8764
9007,Hong Kong,Los Angeles,Los Angeles,,194,Sim,Cabine,Perdida,Normal,Atrasado,4879
9008,Nova Iorque,Porto,Cairo,Auckland;Cairo,33,Nao,Porão,Em trânsito,Normal,Normal,2139
9009,Moscovo,Rio de Janeiro,London,London,9,Nao,Porão,Em trânsito,Normal,Atrasado,1136
9010,Moscovo,Paris,Hong Kong,Bangkok;London;Hong Kong,37,Nao,Porão,Em trânsito,Normal,Normal,3063
9011,São Paulo,Rio de Janeiro,Rio de Janeiro,,67,Nao,Cabine,Entregue,Normal,Atrasado,8861
9012,Paris,Barcelona,Barcelona,,64,Nao,Porão,Entregue,Valiosa,Cancelado,9284
9013,Buenos Aires,Lisboa,Istambul,,113,Sim,Porão,Perdida,Frágil,Atrasado,8307
9014,Tóquio,Porto,Porto,Nova Iorque,48,Nao,Porão,Entregue,Normal,Cancelado,1592
9015,Tóquio,London,London,Funchal;Porto,64,Nao,Cabine,Entregue,Normal,Atrasado,4972
9016,Tóquio,Auckland,Auckland,,51,Nao,Porão,Entregue,Normal,Normal,7444
9017,Porto,Rio de Janeiro,Rio de Janeiro,Sydney,31,Nao,Cabine,Em trânsito,Normal,Atrasado,9411
9018,Los Angeles,Hong Kong,Los Angeles,,142,Sim,Porão,Perdida,Valiosa,Normal,9284
9019,Moscovo,Berlim,Berlim,,21,Nao,Porão,Entregue,Normal,Cancelado,7073
9020,Cairo,São Paulo,Los Angeles,,146,Sim,Porão,Perdida,Normal,Normal,5669
9021,London,São Paulo,Lisboa,Madrid;Lisboa,26,Sim,Porão,Em trânsito,Frágil,Normal,828
9022,Porto,Nova Iorque,Nova Iorque,,53,Nao,Cabine,Entregue,Normal,Atrasado,2244
9023,Paris,Nova Iorque,Nova Iorque,Berlim;Istambul,42,Nao,Cabine,Entregue,Normal,Atrasado,6923
9024,Paris,Auckland,Auckland,Barcelona;Dubai;Bangkok,39,Nao,Porão,Entregue,Normal,Atrasado,6514
9025,Lisboa,Buenos Aires,Buenos Aires,Dubai;Rio de Janeiro;Los Angeles,54,Nao,Cabine,Entregue,Normal,Normal,5329
9026,Porto,Los Angeles,Los Angeles,Funchal,21,Sim,Cabine,Em trânsito,Frágil,Atrasado,1508
9027,Buenos Aires,Porto,Paris,Buenos Aires;Istambul;Cairo,179,Sim,Porão,Perdida,Frágil,Atrasado,6815
9028,Auckland,São Paulo,São Paulo,Nova Iorque;Lisboa;Buenos Aires,132,Sim,Cabine,Perdida,Normal,Atrasado,6990
9029,Dubai,Paris,Istambul,São Paulo;London;Rio de Janeiro,111,Sim,Porão,Perdida,Valiosa,Atrasado,3110
9030,Cairo,Tóquio,Lisboa,,134,Sim,Porão,Perdida,Frágil,Normal,1579
9031,London,Istambul,Paris,Lisboa;Berlim,102,Sim,Porão,Perdida,Normal,Atrasado,7505
9032,London,Buenos Aires,Buenos Aires,,44,Nao,Porão,Entregue,Normal,Normal,6917
9033,Auckland,Paris,Paris,,34,Nao,Porão,Entregue,Normal,Atrasado,8796
9034,Nova Iorque,Barcelona,Barcelona,Tóquio;Madrid;Dubai,51,Nao,Porão,Entregue,Frágil,Normal,3703
9035,Buenos Aires,Rio de Janeiro,Porto,Istambul;Barcelona,164,Sim,Porão,Perdida,Normal,Atrasado,1660
9036,Roma,Auckland,Auckland,Tóquio;São Paulo;Dubai,70,Nao,Porão,Entregue,Normal,Normal,8933
9037,Buenos Aires,Los Angeles,Los Angeles,Cairo,42,Nao,Cabine,Em trânsito,Normal,Atrasado,4895
9038,Istambul,Los Angeles,Bangkok,Bangkok;Porto,43,Sim,Porão,Em trânsito,Frágil,Normal,8831
9039,London,Barcelona,Barcelona,Cairo;Porto;Moscovo,16,Nao,Porão,Entregue,Normal,Normal,5332
9040,Buenos Aires,Hong Kong,Hong Kong,,23,Nao,Cabine,Entregue,Normal,Atrasado,7054
9041,Rio de Janeiro,Barcelona,Barcelona,Sydney;Auckland;São Paulo,46,Nao,Porão,Entregue,Normal,Atrasado,9544
9042,London,Bangkok,Bangkok,London,18,Nao,Cabine,Em trânsito,Normal,Normal,7985
9043,London,Porto,Porto,Buenos Aires,22,Nao,Porão,Entregue,Frágil,Atrasado,1124
9044,London,Nova Iorque,Nova Iorque,,62,Nao,Cabine,Entregue,Normal,Normal,1106
9045,Roma,Madrid,Madrid,Moscovo;Hong Kong;London,27,Nao,Cabine,Entregue,Normal,Normal,850
9046,Dubai,Roma,Roma,Tóquio,25,Nao,Porão,Entregue,Frágil,Atrasado,9422
9047,Rio de Janeiro,Istambul,Berlim,Bangkok;Funchal;Los Angeles,104,Sim,Porão,Perdida,Frágil,Atrasado,9619
9048,Bangkok,Moscovo,Sydney,,159,Sim,Porão,Perdida,Normal,Atrasado,6473
9049,Rio de Janeiro,Dubai,Dubai,Paris,7,Nao,Cabine,Em trânsito,Normal,Atrasado,2829
9050,Buenos Aires,Lisboa,Lisboa,,47,Nao,Porão,Entregue,Valiosa,Normal,2310
9051,Dubai,Cairo,Cairo,Nova Iorque,57,Nao,Cabine,Entregue,Normal,Cancelado,5082
9052,São Paulo,Bangkok,Bangkok,Los Angeles;Tóquio,67,Nao,Porão,Entregue,Normal,Atrasado,9873
9053,Tóquio,Lisboa,Lisboa,Nova Iorque;Auckland;London,42,Nao,Cabine,Entregue,Normal,Atrasado,7783
9054,Dubai,London,London,,42,Nao,Porão,Entregue,Normal,Normal,3391
9055,Roma,Buenos Aires,Buenos Aires,Los Angeles;Rio de Janeiro,17,Nao,Porão,Entregue,Frágil,Normal,4316
9056,Moscovo,Roma,Istambul,Los Angeles;Moscovo,100,Sim,Porão,Perdida,Normal,Atrasado,5589
9057,Paris,São Paulo,São Paulo,Berlim;Hong Kong,34,Nao,Cabine,Entregue,Normal,Cancelado,7097
9058,Rio de Janeiro,Lisboa,Lisboa,Auckland,20,Nao,Porão,Entregue,Frágil,Cancelado,8826
9059,Paris,Roma,Roma,Funchal;Bangkok;São Paulo,15,Nao,Cabine,Em trânsito,Normal,Normal,9974
9060,São Paulo,Buenos Aires,Porto,Auckland;Moscovo,187,Sim,Porão,Perdida,Frágil,Atrasado,8622
9061,Berlim,Madrid,Funchal,,138,Sim,Porão,Perdida,Normal,Atrasado,7205
9062,London,Nova Iorque,Nova Iorque,Auckland;Cairo,39,Nao,Porão,Entregue,Normal,Cancelado,8255
9063,Sydney,Funchal,Paris,,183,Sim,Porão,Perdida,Normal,Atrasado,7253
9064,London,Istambul,Istambul,Auckland;Rio de Janeiro,24,Nao,Porão,Entregue,Valiosa,Atrasado,3278
9065,Roma,São Paulo,Bangkok,Rio de Janeiro;London;Buenos Aires,148,Sim,Porão,Perdida,Frágil,Normal,2254
9066,Buenos Aires,Nova Iorque,Nova Iorque,Madrid;Roma;Paris,38,Nao,Cabine,Em trânsito,Normal,Normal,9247
9067,Bangkok,Istambul,Istambul,Dubai;Porto;Rio de Janeiro,19,Nao,Cabine,Em trânsito,Normal,Normal,7313
9068,Auckland,Rio de Janeiro,Rio de Janeiro,,55,Nao,Porão,Entregue,Frágil,Cancelado,7442
9069,Dubai,Auckland,Porto,Porto;Moscovo,25,Nao,Porão,Em trânsito,Normal,Atrasado,2152
9070,São Paulo,Buenos Aires,Buenos Aires,,30,Nao,Porão,Entregue,Valiosa,Normal,9837
9071,Istambul,Lisboa,Funchal,Cairo,134,Sim,Porão,Perdida,Normal,Atrasado,8680
9072,Istambul,Hong Kong,Hong Kong,Sydney;Auckland;Lisboa,54,Nao,Porão,Entregue,Frágil,Atrasado,3424
9073,London,Porto,Porto,,48,Nao,Cabine,Entregue,Normal,Cancelado,7192
9074,Tóquio,Cairo,Cairo,Istambul;Hong Kong;Nova Iorque,129,Sim,Cabine,Perdida,Normal,Atrasado,8953
9075,Lisboa,Barcelona,Funchal,Funchal,45,Sim,Porão,Em trânsito,Frágil,Atrasado,7633
9076,Berlim,Dubai,Dubai,Berlim,21,Nao,Porão,Entregue,Valiosa,Atrasado,2858
9077,Porto,Bangkok,Bangkok,Cairo;Dubai;Berlim,71,Nao,Porão,Entregue,Normal,Cancelado,3760
9078,Auckland,Moscovo,Moscovo,,196,Sim,Cabine,Perdida,Valiosa,Normal,2352
9079,Auckland,Buenos Aires,Buenos Aires,,10,Nao,Cabine,Entregue,Valiosa,Normal,5387
9080,Porto,Rio de Janeiro,Lisboa,Istambul;Los Angeles;Lisboa,36,Sim,Porão,Em trânsito,Frágil,Normal,3988
9081,Hong Kong,London,London,Lisboa,159,Sim,Cabine,Perdida,Normal,Normal,6177
9082,Sydney,Bangkok,Barcelona,Barcelona,30,Nao,Porão,Em trânsito,Normal,Atrasado,470
9083,Porto,Sydney,Istambul,,109,Sim,Porão,Perdida,Normal,Atrasado,9011
9084,Nova Iorque,Porto,Porto,Dubai;Funchal,28,Nao,Cabine,Entregue,Valiosa,Cancelado,5777
9085,Funchal,São Paulo,Dubai,Roma;Porto;Dubai,11,Sim,Porão,Em trânsito,Valiosa,Normal,7440
9086,São Paulo,Bangkok,Bangkok,,15,Nao,Cabine,Entregue,Normal,Cancelado,4620
9087,Barcelona,Funchal,Funchal,,35,Nao,Cabine,Entregue,Normal,Atrasado,3124
9088,Auckland,Berlim,Berlim,Tóquio;Madrid,172,Sim,Cabine,Perdida,Frágil,Normal,431
9089,Hong Kong,Roma,Hong Kong,Hong Kong,34,Sim,Porão,Em trânsito,Frágil,Normal,8542
9090,Madrid,Bangkok,Bangkok,Istambul;Barcelona;Hong Kong,37,Nao,Cabine,Em trânsito,Normal,Normal,396
9091,Moscovo,Paris,Paris,Berlim;Funchal,21,Nao,Cabine,Em trânsito,Normal,Normal,2088
9092,Funchal,Porto,Bangkok,,140,Sim,Porão,Perdida,Valiosa,Atrasado,2832
9093,Paris,Lisboa,Lisboa,Istambul;Roma,17,Nao,Porão,Entregue,Frágil,Atrasado,8519
9094,Porto,Moscovo,Moscovo,,21,Nao,Porão,Entregue,Normal,Atrasado,5229
9095,London,Cairo,Lisboa,Hong Kong;Lisboa,17,Nao,Porão,Em trânsito,Normal,Atrasado,8790
9096,Lisboa,Sydney,Sydney,,42,Nao,Porão,Entregue,Normal,Atrasado,4216
9097,Barcelona,Funchal,Sydney,Rio de Janeiro,186,Sim,Porão,Perdida,Normal,Normal,4050
9098,Sydney,Cairo,Cairo,Nova Iorque,48,Nao,Porão,Entregue,Frágil,Normal,3856
9099,Istambul,Lisboa,Lisboa,Porto;Nova Iorque,167,Sim,Cabine,Perdida,Normal,Normal,2984
9100,Nova Iorque,Dubai,Barcelona,Roma;Lisboa;Barcelona,26,Nao,Porão,Em trânsito,Normal,Normal,8494
9101,Buenos Aires,Bangkok,Bangkok,Hong Kong,39,Nao,Porão,Entregue,Valiosa,Normal,8442
9102,São Paulo,Funchal,Funchal,Madrid;Sydney;Buenos Aires,22,Sim,Cabine,Em trânsito,Frágil,Normal,9176
9103,London,Sydney,Sydney,Los Angeles;Buenos Aires,141,Sim,Cabine,Perdida,Normal,Normal,3183
9104,Los Angeles,Sydney,Sydney,Berlim;Hong Kong,115,Sim,Cabine,Perdida,Normal,Normal,7854
9105,Buenos Aires,Rio de Janeiro,Sydney,Auckland;Sydney;Roma,43,Nao,Porão,Em trânsito,Normal,Atrasado,9091
9106,Funchal,São Paulo,Rio de Janeiro,Bangkok,147,Sim,Porão,Perdida,Normal,Atrasado,9284
9107,Istambul,Moscovo,Moscovo,Bangkok;Porto;Dubai,107,Sim,Cabine,Perdida,Normal,Atrasado,9990
9108,Bangkok,Auckland,Auckland,Barcelona,18,Nao,Porão,Entregue,Valiosa,Normal,1923
9109,Hong Kong,Sydney,Barcelona,Hong Kong,148,Sim,Porão,Perdida,Normal,Atrasado,3620
9110,Madrid,Los Angeles,Los Angeles,,147,Sim,Cabine,Perdida,Normal,Atrasado,1821
9111,Lisboa,Roma,Roma,Funchal;Los Angeles,42,Nao,Porão,Entregue,Normal,Normal,1725
9112,Moscovo,Buenos Aires,Buenos Aires,Dubai;Sydney;São Paulo,180,Sim,Cabine,Perdida,Normal,Normal,6794
9113,Lisboa,Cairo,Barcelona,Auckland;Paris,160,Sim,Porão,Perdida,Normal,Normal,3532
9114,Sydney,Hong Kong,Funchal,,103,Sim,Porão,Perdida,Valiosa,Normal,3640
9115,Buenos Aires,Barcelona,Auckland,Cairo,138,Sim,Porão,Perdida,Normal,Atrasado,3260
9116,Funchal,Dubai,Istambul,,170,Sim,Porão,Perdida,Normal,Normal,1625
9117,Sydney,Bangkok,Bangkok,Nova Iorque,194,Sim,Cabine,Perdida,Normal,Atrasado,8986
9118,Bangkok,Buenos Aires,Buenos Aires,Rio de Janeiro;Istambul;Dubai,72,Nao,Cabine,Entregue,Frágil,Cancelado,7955
9119,Paris,Istambul,Istambul,Tóquio;Porto,127,Sim,Cabine,Perdida,Normal,Atrasado,6002
9120,Barcelona,London,Auckland,Roma;Dubai,124,Sim,Porão,Perdida,Frágil,Atrasado,868
9121,Istambul,Nova Iorque,Nova Iorque,Moscovo;Dubai,31,Nao,Cabine,Entregue,Normal,Cancelado,1221
9122,Sydney,Hong Kong,Hong Kong,Tóquio;Berlim;Buenos Aires,176,Sim,Cabine,Perdida,Normal,Normal,6048
9123,Funchal,Madrid,Los Angeles,Sydney;Funchal,123,Sim,Porão,Perdida,Normal,Normal,5295
9124,Hong Kong,Barcelona,Barcelona,Roma;Auckland,32,Nao,Porão,Entregue,Frágil,Cancelado,9936
9125,London,Funchal,Barcelona,Barcelona,27,Nao,Porão,Em trânsito,Normal,Atrasado,9780
9126,Tóquio,Buenos Aires,Buenos Aires,Cairo;Tóquio;Porto,44,Nao,Porão,Entregue,Valiosa,Cancelado,3511
9127,Bangkok,Madrid,Madrid,Berlim;Nova Iorque,143,Sim,Cabine,Perdida,Frágil,Atrasado,858
9128,Moscovo,São Paulo,São Paulo,Moscovo;Roma;Bangkok,25,Nao,Cabine,Em trânsito,Normal,Normal,6344
9129,Hong Kong,Rio de Janeiro,Rio de Janeiro,Buenos Aires;São Paulo,46,Nao,Cabine,Entregue,Frágil,Cancelado,8729
9130,Moscovo,São Paulo,São Paulo,Roma;Auckland,40,Nao,Cabine,Entregue,Normal,Normal,4494
9131,Sydney,Buenos Aires,Buenos Aires,,21,Nao,Porão,Entregue,Normal,Normal,5951
9132,Bangkok,Paris,Moscovo,Roma,200,Sim,Porão,Perdida,Normal,Normal,5106
9133,Paris,São Paulo,Rio de Janeiro,Nova Iorque,136,Sim,Porão,Perdida,Normal,Normal,9446
9134,Barcelona,Funchal,Funchal,,45,Nao,Porão,Entregue,Frágil,Cancelado,7184
9135,Buenos Aires,Madrid,Istambul,,182,Sim,Porão,Perdida,Valiosa,Normal,2805
9136,Dubai,Bangkok,Barcelona,Nova Iorque,151,Sim,Porão,Perdida,Valiosa,Atrasado,4558
9137,Berlim,Sydney,Sydney,London;Nova Iorque,23,Nao,Cabine,Em trânsito,Normal,Normal,6946
9138,Funchal,London,London,,37,Nao,Cabine,Entregue,Frágil,Atrasado,8190
9139,Los Angeles,Istambul,Istambul,,33,Nao,Porão,Entregue,Normal,Cancelado,8043
9140,Porto,Tóquio,Tóquio,Sydney,67,Nao,Porão,Entregue,Valiosa,Atrasado,8247
9141,Hong Kong,Bangkok,Bangkok,Porto,32,Nao,Cabine,Entregue,Normal,Atrasado,6637
9142,Barcelona,Sydney,Lisboa,Roma;Los Angeles,147,Sim,Porão,Perdida,Normal,Normal,8241
9143,Nova Iorque,Rio de Janeiro,Rio de Janeiro,,17,Nao,Cabine,Entregue,Normal,Cancelado,1980
9144,Barcelona,Auckland,Auckland,Tóquio,41,Nao,Cabine,Entregue,Frágil,Atrasado,8016
9145,Paris,London,São Paulo,Hong Kong;Madrid,195,Sim,Porão,Perdida,Normal,Normal,7434
9146,Moscovo,Paris,London,Madrid;Bangkok,160,Sim,Porão,Perdida,Frágil,Normal,9470
9147,Porto,Paris,Funchal,Porto;Barcelona;Funchal,25,Sim,Porão,Em trânsito,Frágil,Normal,8497
9148,Istambul,Rio de Janeiro,Los Angeles,Los Angeles,5,Nao,Porão,Em trânsito,Normal,Normal,4084
9149,Dubai,Roma,Sydney,,123,Sim,Porão,Perdida,Normal,Atrasado,3372
9150,Moscovo,Funchal,Funchal,Paris,61,Nao,Cabine,Entregue,Frágil,Cancelado,8417
9151,Lisboa,Berlim,Berlim,Buenos Aires;Bangkok,33,Nao,Porão,Entregue,Normal,Normal,2339
9152,Roma,São Paulo,São Paulo,,29,Nao,Porão,Entregue,Normal,Cancelado,4435
9153,Hong Kong,Roma,Roma,São Paulo;Funchal,10,Nao,Porão,Entregue,Normal,Atrasado,4416
9154,Moscovo,Los Angeles,Porto,Tóquio;Porto,42,Sim,Porão,Em trânsito,Frágil,Normal,9960
